Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Exit Code,Total Time,Virtual Memory (kB),Real Memory (kB)
com_set_config,'(+T# @0iB>S8',rw_get_current,'',gssb_set_addr,'-1788613508',gssb_fss_get_sun,'',gssb_arm_manual,'1184524105',init_dummy_sensor,'',obc_pwm_pwr,'2021917424',com_send_cmd,'1057431313 ',gssb_get_model,'',tm_parse_status,'',0,7.553269147872925,444020.0,10868.0
gssb_reset,'',gssb_burn,'',obc_update_tle,'',eps_hard_reset,'',tm_set_ack,'2599633560364007003 6980955839988134715',gssb_msp_cal_temp,'-1079341915 -34428851',gssb_get_uuid,'',obc_update_tle,'',fp_show,'',drp_get_vars,'',0,7.299756288528442,444020.0,10860.0
gssb_get_burn_config,'',gssb_fss_get_temp,'',drp_add_hrs_alive,'-51136077',tm_send_last,'4569601261488838359 15161308524974644507',com_send_data,'UIqXrw2)',drp_test_system_vars,'',drp_get_vars,'',fp_set_cmd_unix,'845411119 -1764267436 1591702145 [YkVy {',drp_get_vars,'',obc_set_pwm_duty,'-1624259377 841109031',-6,11.214663743972778,444020.0,10732.0
obc_get_sensors,'',tm_get_last,'3509206161039973476',rw_set_speed,'1965349457 -888246269',gssb_arm_auto,'-1916812340',tm_set_ack,'9436184707272090291 10609020198300245808',tm_send_last,'15501563192502284311 11921990310330937338',rw_get_speed,'',obc_set_pwm_freq,'166988936 -34672216220290852231738223732319263627',fp_set_cmd_unix,"'-1985608646 290185833 118424278 Y)&RC#""O4 '",com_debug,'',-6,6.767335414886475,444020.0,10892.0
com_update_status,'',fp_set_cmd_unix,'1835947519 1490779287 1985249583 e(Ra v}Y8i;',com_ping,'860540814',set_state,'3459026447707453345 18395677506004387668 748457699',gssb_fss_get_temp,'',drp_test_system_vars,'',tm_send_last,'10279366386688853825 13924390509787761470',com_send_cmd,'-476286919 sO3l9(:5F',gssb_fss_commit_config,'',obc_get_sensors,'',-6,6.318857669830322,444020.0,10476.0
gssb_get_temp,'',obc_debug,'1648832553',gssb_get_temp,'',gssb_get_status,'',gssb_get_temp,'',gssb_get_model,'',fp_set_cmd_unix,'-1232998170 40653740 -1208259036 omxh*K ',com_ping,'123790597',obc_pwm_pwr,'-1259285595',gssb_get_temp,'',-6,6.639336824417114,444020.0,10540.0
obc_get_time,'-1646447931',gssb_unlock_config,'-1754159903',gssb_get_temp,'',gssb_burn,'',com_get_node,'',eps_get_hk,'',fp_set_cmd_unix,'-1388918255 -1817302063 480564937 'N m;60L'%N',drp_test_system_vars,'',fp_show,'',com_set_config,'aa_dN 'dW#5\2L8',-6,6.601032257080078,444020.0,10684.0
obc_set_pwm_freq,'2061200225 -122646652842546822114499646437441091050',gssb_scan,'129172039 1388214410',gssb_set_burn_config,'-458703039 -1844891137 2109658366 -2121330972 -431639114 500566781 302952750',rw_get_speed,'',gssb_fss_commit_config,'',gssb_antenna_release,'291201809 551355208 435998530 -637920071',gssb_arm_manual,'1004518547',tm_set_ack,'14786658377910505392 17682966530179228395',com_set_config,' C.r\QHoEau',fp_set_cmd,'1377816579 763551171 -1531202019 -729510899 -2035935505 -217771009 1010207960 2103790732 ~ |Z(NDT$BK',-6,6.953225135803223,444020.0,10584.0
gssb_get_burn_config,'',drp_set_var,'1652941512 1917010231',fp_del_cmd_unix,'-1974438545',drp_set_var,'372274707 1203938254',gssb_arm_auto,'70236637',tm_set_ack,'5204772806443460228 7449332517717157848',gssb_get_temp,'',gssb_fss_get_temp,'',rw_set_speed,'758915755 -1524339002',com_get_config,'FL;(',-6,6.322007656097412,444020.0,10684.0
gssb_get_version,'',gssb_get_sun,'',gssb_burn,'',gssb_get_temp_int,'',eps_set_heater,'-1338129465 -3907060',rw_get_current,'',gssb_set_burn_config,'-845963488 754114773 665937382 1845754690 -811496066 565160578 -2080507693',com_ping,'718484026',obc_debug,'445179141',tm_send_all,'3885623332056098649 865923577028909791',0,9.527145147323608,444020.0,10656.0
drp_set_var,'-1528104596 -925384792',gssb_update_status,'',fp_reset,'',rw_get_speed,'',obc_debug,'239125398',obc_reset_wdt,'',eps_get_config,'',tm_send_last,'11863062589070362613 14462933896371117754',tm_send_status,'422569646',fp_show,'',-6,6.843968391418457,444020.0,10872.0
obc_ident,'',com_set_node,'-1135632863',tm_send_last,'15722159302520348376 6956879949432570181',gssb_select,'-1685309253',fp_reset,'',obc_debug,'1149075329',obc_update_tle,'',gssb_unlock_config,'-744913195',gssb_antenna_release,'455877468 -911694384 723941168 133917754',eps_set_heater,'-391492593 -423127840',0,7.322596549987793,444020.0,10568.0
gssb_get_uuid,'',eps_set_heater,'416895161 -264782653',com_get_config,'SY$;<%%',gssb_antenna_release,'-718898162 4241842 -492251253 457680396',drp_test_system_vars,'',com_get_node,'',gssb_get_model,'',com_send_rpt,'2062402318 qow\G?;'',gssb_get_temp_int,'',com_debug,'',0,10.739902019500732,444020.0,10656.0
fp_set_cmd_unix,'-177416283 1775291910 1008425734 6A|n ',fp_show,'',obc_get_tle,'',gssb_update_status,'',gssb_get_status,'',rw_set_speed,'1239044706 564760997',fp_reset,'',obc_update_status,'',obc_get_sensors,'',obc_update_status,'',-6,6.424102783203125,444020.0,10476.0
gssb_pwr,'-1793554844 156169530',drp_add_hrs_alive,'371603697',fp_show,'',com_get_config,'3',fp_del_cmd,'-1020269067 1714763840 -550586527 -1518550432 1954015582 1043213274',drp_get_vars,'',fp_set_cmd_dt,'-1887691851 -317463794 1936954263  %bKt',eps_hard_reset,'',gssb_msp_get_temp,'',gssb_fss_set_config,'117577694',-6,6.570042371749878,444020.0,10848.0
gssb_commit_addr,'',init_dummy_sensor,'',tm_set_ack,'8798604472226754654 894743145424742569',obc_get_sensors,'',tm_set_ack,'17136103626088227574 13874691879368731383',gssb_get_temp,'',gssb_set_addr,'1087959725',eps_update_status,'',gssb_reset,'',gssb_fss_get_temp,'',0,7.572589159011841,444020.0,10660.0
rw_get_current,'',drp_test_system_vars,'',com_ping,'-1476609173',com_set_node,'458311294',gssb_commit_addr,'',test,'Vn',fp_show,'',gssb_arm_manual,'-1121755658',tm_send_status,'-765372444',obc_get_time,'-557548009',-6,13.260363101959229,444020.0,10532.0
gssb_set_addr,'-1178299608',help,'',com_set_config,'Gl 5x[O3JVkm',gssb_get_uuid,'',gssb_get_temp_int,'',fp_del_cmd,'-417485204 -1115140118 1719522294 236464066 -1144173411 -1496321114',tm_send_last,'6108425011097065091 13933324960498459006',gssb_get_status,'',gssb_get_temp,'',obc_get_sensors,'',-11,6.534843444824219,444020.0,10608.0
obc_get_mem,'',fp_reset,'',gssb_select,'1321051330',gssb_get_temp_int,'',gssb_select,'-426207435',gssb_fss_get_sun,'',obc_get_tle,'',gssb_set_addr,'980485858',fp_show,'',com_set_node,'-422959772',0,7.225817918777466,444020.0,10576.0
fp_set_cmd,'-259620921 1470484916 1695852696 151532278 1021422913 -1762380152 1662814699 535085261 IVq`y 7\5^',eps_set_heater,'30960966 1938633150',tm_set_ack,'17147970347771332822 15267339901282956106',com_set_node,'1556967602',com_send_rpt,'1922234866 0Hn'g+',eps_hard_reset,'',tm_send_from,'15744942614479918890 8181217462295940933 6806097061767068229',gssb_pwr,'-348907604 966987703',gssb_get_temp_int,'',com_update_status,'',-11,6.268605947494507,444020.0,10628.0
eps_update_status,'',com_get_config,'^2G',gssb_get_model,'',obc_ident,'',fp_show,'',fp_test_params,'-1104130253 lsUV9knc`c -298186949',gssb_set_addr,'-1816322780',gssb_set_burn_config,'1423705511 -604781942 1583089093 -1394828984 1253092456 -322755722 -1448504717',obc_update_tle,'',tm_set_ack,'15391795075567430711 1493365088905056465',0,7.227531433105469,444020.0,10640.0
drp_add_hrs_alive,'749066855',tm_send_last,'7119176986145906955 6998868045161181657',obc_get_sensors,'',drp_test_system_vars,'',com_reset_wdt,'-1660183761',com_send_tc,'-1355710162 SmK',tm_send_status,'302254052',obc_get_tle,'',eps_get_config,'',com_send_tc,'-781781568 LW=>yM',-6,11.468919277191162,444020.0,10608.0
gssb_get_status,'',gssb_reset,'',gssb_fss_get_temp,'',obc_set_tle,'-1503771486 ?qsVN',com_send_tc,'-292000305 oK7&wpN:8d',gssb_fss_commit_config,'',obc_update_status,'',drp_clear_gnd_wdt,'',fp_del_cmd_unix,'-928338375',fp_show,'',-6,7.709667444229126,444020.0,10752.0
com_ping,'-496965841',gssb_set_addr,'819632608',fp_reset,'',tm_get_last,'12684051407927213857',drp_add_hrs_alive,'261763162',com_reset_wdt,'1493401079',drp_get_vars,'',help,'',gssb_get_uuid,'',com_update_status,'',0,9.511128902435303,444020.0,10716.0
gssb_get_uuid,'',tm_send_status,'1071105376',obc_pwm_pwr,'-1601097604',fp_show,'',drp_set_var,'1477190171 -1634564237',fp_reset,'',help,'',gssb_fss_get_sun,'',com_send_rpt,'-114136148 ',obc_prop_tle,'-6093452730793322485',-6,6.439222812652588,444020.0,10504.0
com_get_node,'',obc_pwm_pwr,'1405691052',com_send_cmd,'-256559768 -4_D2[EF',obc_get_mem,'',tm_send_last,'8811305275563553630 18276135257423947225',obc_prop_tle,'868541312680386776',test,'',tm_send_all,'321831527908127410 14339918460109863260',com_get_config,'w^HXQ(WTO5',obc_set_pwm_duty,'515965954 211040140',0,7.208500385284424,444020.0,10488.0
gssb_scan,'-232141630 -1326182275',gssb_get_uuid,'',obc_get_time,'-1987897279',gssb_get_sun,'',obc_get_tle,'',obc_update_status,'',gssb_fss_get_sun,'',drp_test_system_vars,'',com_send_data,'X}LL<Dn3>',obc_update_status,'',0,11.326211929321289,444020.0,10660.0
